Facility ID,State,Hospitalization type,Payment comparison,Denominator,Payment,Value of care
210023,MD,pneumonia,Less,1183,15752,Worse Mortality
171350,KS,pneumonia,Greater,75,21434,Average Mortality
161369,IA,heart failure,No Different,50,16196,Average Mortality
361323,OH,pneumonia,No Different,36,16726,Average Mortality
330135,NY,heart attack,No Different,41,26934,Average Mortality
100088,FL,hip/knee replacement,No Different,923,20947,Average Complications
150086,IN,heart failure,No Different,174,16810,Average Mortality
231324,MI,hip/knee replacement,Less,86,19235,Average Complications
30088,AZ,heart failure,Greater,466,18836,Average Mortality
50204,CA,heart failure,No Different,236,16766,Average Mortality
171354,KS,heart failure,No Different,33,19535,Average Mortality
150037,IN,heart failure,No Different,151,18935,Average Mortality
241319,MN,hip/knee replacement,Greater,37,25063,Average Complications
110192,GA,hip/knee replacement,No Different,316,20485,Average Complications
281332,NE,pneumonia,No Different,29,20326,Average Mortality
100157,FL,hip/knee replacement,Greater,670,21897,Worse Complications
100253,FL,heart failure,Greater,360,21027,Average Mortality
80007,DE,pneumonia,No Different,981,17744,Average Mortality
340027,NC,heart failure,Less,651,15668,Average Mortality
70016,CT,pneumonia,No Different,494,18792,Average Mortality
110028,GA,heart attack,No Different,531,24852,Average Mortality
360075,OH,heart failure,No Different,230,18137,Average Mortality
240047,MN,heart attack,No Different,158,26280,Average Mortality
270012,MT,pneumonia,Less,347,17103,Average Mortality
330106,NY,heart attack,No Different,505,26941,Average Mortality
60049,CO,pneumonia,Less,39,15099,Average Mortality
50309,CA,hip/knee replacement,Less,684,19098,Average Complications
300029,NH,heart failure,No Different,332,17990,Average Mortality
61327,CO,heart failure,No Different,66,16256,Average Mortality
381325,OR,hip/knee replacement,No Different,106,19901,Average Complications
50102,CA,pneumonia,Greater,222,23043,Average Mortality
171342,KS,pneumonia,No Different,39,18108,Average Mortality
260160,MO,pneumonia,No Different,163,17935,Average Mortality
230059,MI,pneumonia,No Different,359,19511,Average Mortality
300003,NH,heart attack,No Different,909,26024,Better Mortality
260163,MO,hip/knee replacement,Greater,93,25031,Average Complications
161318,IA,heart failure,No Different,29,17210,Average Mortality
100213,FL,heart failure,Greater,534,18905,Worse Mortality
330086,NY,heart failure,No Different,62,17457,Average Mortality
141310,IL,heart failure,Greater,55,20128,Average Mortality
230244,MI,hip/knee replacement,Greater,152,23928,Average Complications
330277,NY,pneumonia,No Different,340,17431,Average Mortality
320084,NM,heart failure,No Different,43,16806,Average Mortality
180103,KY,heart attack,No Different,338,26638,Average Mortality
290053,NV,heart failure,Greater,175,19417,Average Mortality
120001,HI,heart attack,Less,396,22198,Average Mortality
50414,CA,heart attack,No Different,65,25604,Average Mortality
160005,IA,hip/knee replacement,Less,214,16723,Average Complications
150128,IN,heart failure,No Different,401,18339,Average Mortality
360148,OH,hip/knee replacement,No Different,43,19236,Average Complications
130007,ID,hip/knee replacement,Less,982,18485,Average Complications
100087,FL,heart failure,Greater,1438,19882,Average Mortality
10021,AL,heart failure,No Different,70,18137,Average Mortality
40016,AR,hip/knee replacement,Less,558,16963,Average Complications
220060,MA,pneumonia,No Different,933,18090,Better Mortality
170123,KS,heart attack,No Different,552,26544,Average Mortality
230092,MI,pneumonia,No Different,1199,18733,Average Mortality
381316,OR,heart failure,Less,52,15523,Average Mortality
100071,FL,pneumonia,Greater,301,19963,Worse Mortality
140160,IL,heart failure,Less,209,16149,Average Mortality
100046,FL,heart failure,No Different,340,18783,Average Mortality
140002,IL,heart attack,No Different,73,26855,Average Mortality
281324,NE,pneumonia,No Different,48,19023,Average Mortality
210028,MD,heart attack,No Different,82,25935,Average Mortality
360133,OH,heart failure,No Different,371,18457,Average Mortality
310073,NJ,pneumonia,Greater,971,20089,Average Mortality
261306,MO,pneumonia,No Different,32,18626,Average Mortality
170175,KS,pneumonia,No Different,126,17141,Average Mortality
351311,ND,pneumonia,Greater,64,21500,Average Mortality
100231,FL,heart attack,No Different,321,23941,Average Mortality
340073,NC,heart attack,No Different,65,23073,Average Mortality
111320,GA,pneumonia,No Different,58,18816,Average Mortality
330094,NY,pneumonia,Less,306,17051,Average Mortality
20017,AK,hip/knee replacement,Less,747,17629,Average Complications
190013,LA,heart attack,No Different,47,24709,Average Mortality
70011,CT,heart attack,No Different,52,25117,Average Mortality
100073,FL,hip/knee replacement,Less,1553,20213,Average Complications
100117,FL,pneumonia,No Different,544,17677,Better Mortality
381317,OR,hip/knee replacement,No Different,76,19812,Average Complications
190167,LA,pneumonia,No Different,506,18417,Better Mortality
100131,FL,heart failure,Greater,409,20628,Average Mortality
30043,AZ,hip/knee replacement,Less,252,17904,Average Complications
50454,CA,hip/knee replacement,Less,557,19662,Average Complications
310086,NJ,pneumonia,Greater,1013,19887,Average Mortality
50174,CA,heart failure,Greater,511,19380,Average Mortality
50334,CA,hip/knee replacement,Greater,247,22375,Average Complications
340129,NC,heart failure,No Different,202,17467,Average Mortality
100135,FL,hip/knee replacement,Less,492,19804,Average Complications
340087,NC,heart failure,No Different,108,16983,Average Mortality
341315,NC,pneumonia,No Different,35,18044,Average Mortality
50272,CA,heart failure,Less,94,15613,Average Mortality
150051,IN,heart failure,No Different,536,17817,Worse Mortality
150012,IN,pneumonia,No Different,718,17774,Average Mortality
100107,FL,hip/knee replacement,Greater,30,24323,Average Complications
280125,NE,hip/knee replacement,Greater,379,23281,Average Complications
100269,FL,pneumonia,Greater,217,22929,Average Mortality
170145,KS,hip/knee replacement,No Different,75,21319,Average Complications
390008,PA,pneumonia,Less,38,15637,Average Mortality
210039,MD,heart failure,No Different,381,17026,Average Mortality
100285,FL,heart attack,No Different,33,26991,Average Mortality
10062,AL,pneumonia,Less,132,16223,Average Mortality
230080,MI,hip/knee replacement,Less,129,19087,Average Complications
290012,NV,heart failure,Greater,107,21066,Average Mortality
281359,NE,pneumonia,No Different,64,18321,Average Mortality
50135,CA,heart failure,Greater,155,22274,Better Mortality
190201,LA,heart failure,No Different,36,16535,Average Mortality
380014,OR,pneumonia,Less,195,16524,Average Mortality
290049,NV,pneumonia,Less,210,15822,Average Mortality
171367,KS,pneumonia,Greater,89,23507,Average Mortality
110046,GA,hip/knee replacement,No Different,33,22690,Average Complications
361319,OH,hip/knee replacement,No Different,643,21316,Average Complications
140067,IL,hip/knee replacement,Less,1067,19398,Average Complications
241370,MN,hip/knee replacement,No Different,89,20042,Average Complications
230105,MI,pneumonia,Less,371,16694,Average Mortality
301303,NH,hip/knee replacement,Greater,51,23653,Average Complications
260091,MO,pneumonia,No Different,376,18024,Average Mortality
110091,GA,heart attack,No Different,112,26503,Average Mortality
61311,CO,pneumonia,No Different,58,16910,Average Mortality
70008,CT,heart failure,No Different,106,18057,Average Mortality
50205,CA,pneumonia,Greater,193,28166,Better Mortality
330399,NY,heart failure,No Different,59,16976,Average Mortality
10036,AL,heart failure,Less,219,15549,Average Mortality
151326,IN,heart failure,No Different,50,18203,Average Mortality
341327,NC,hip/knee replacement,Less,270,17917,Average Complications
10113,AL,heart failure,Greater,562,18959,Average Mortality
190027,LA,heart attack,No Different,140,27669,Average Mortality
350011,ND,heart failure,No Different,660,17569,Average Mortality
70024,CT,heart attack,No Different,112,26134,Average Mortality
110095,GA,pneumonia,Less,360,17187,Average Mortality
330267,NY,heart failure,Greater,529,19193,Average Mortality
310041,NJ,pneumonia,Greater,1467,21400,Worse Mortality
330057,NY,heart attack,No Different,366,24811,Average Mortality
380004,OR,hip/knee replacement,Less,660,17004,Average Complications
50129,CA,pneumonia,Greater,187,22996,Average Mortality
110079,GA,pneumonia,No Different,200,19787,Average Mortality
250034,MS,heart failure,No Different,513,16738,Average Mortality
10118,AL,heart attack,No Different,57,24307,Average Mortality
371326,OK,pneumonia,No Different,67,19421,Average Mortality
150088,IN,pneumonia,No Different,352,18831,Average Mortality
240006,MN,hip/knee replacement,Less,112,17491,Average Complications
150008,IN,heart failure,Greater,200,21406,Better Mortality
281349,NE,pneumonia,No Different,52,20425,Average Mortality
100014,FL,pneumonia,No Different,315,19360,Average Mortality
50078,CA,pneumonia,No Different,174,19078,Average Mortality
240066,MN,pneumonia,No Different,109,19416,Average Mortality
300011,NH,heart failure,No Different,335,16557,Average Mortality
40020,AR,heart attack,Greater,295,28597,Average Mortality
10001,AL,pneumonia,Greater,536,20216,Average Mortality
171372,KS,heart failure,Greater,39,21128,Average Mortality
210045,MD,pneumonia,No Different,42,17682,Average Mortality
310047,NJ,hip/knee replacement,Less,651,18279,Average Complications
370037,OK,hip/knee replacement,No Different,1381,20839,Average Complications
310115,NJ,heart failure,Greater,371,20798,Average Mortality
220016,MA,pneumonia,No Different,340,17401,Average Mortality
360211,OH,hip/knee replacement,Greater,118,24590,Average Complications
50506,CA,pneumonia,No Different,239,18122,Average Mortality
50024,CA,pneumonia,Greater,237,23699,Average Mortality
41303,AR,pneumonia,No Different,40,19563,Average Mortality
330046,NY,heart failure,Greater,524,19471,Better Mortality
140130,IL,heart attack,No Different,116,27326,Average Mortality
190002,LA,hip/knee replacement,Less,582,19777,Average Complications
100142,FL,heart failure,Less,171,16146,Average Mortality
330014,NY,heart failure,No Different,234,16814,Average Mortality
340040,NC,heart attack,No Different,1104,25259,Average Mortality
380029,OR,pneumonia,No Different,55,16378,Average Mortality
50101,CA,heart failure,No Different,191,16709,Average Mortality
10129,AL,pneumonia,Less,60,14516,Worse Mortality
160122,IA,hip/knee replacement,Less,128,19199,Average Complications
281342,NE,pneumonia,Greater,61,21384,Average Mortality
70012,CT,heart failure,No Different,145,18094,Average Mortality
351314,ND,pneumonia,Greater,27,22236,Average Mortality
360089,OH,heart failure,No Different,215,17168,Better Mortality
230176,MI,hip/knee replacement,Less,342,18683,Average Complications
30117,AZ,heart failure,No Different,118,16693,Average Mortality
230133,MI,heart failure,No Different,99,16317,Average Mortality
231331,MI,pneumonia,Less,103,16311,Average Mortality
50471,CA,hip/knee replacement,Greater,64,23904,Average Complications
250040,MS,pneumonia,No Different,547,18500,Worse Mortality
110001,GA,heart attack,No Different,209,24584,Average Mortality
330158,NY,heart attack,Greater,398,29508,Average Mortality
340126,NC,heart failure,Less,548,16701,Average Mortality
140120,IL,heart failure,No Different,185,17253,Average Mortality
170137,KS,heart attack,No Different,110,23631,Average Mortality
190046,LA,heart attack,No Different,60,24801,Average Mortality
141345,IL,pneumonia,No Different,63,16697,Average Mortality
360259,OH,hip/knee replacement,Less,194,18578,Average Complications
140089,IL,hip/knee replacement,No Different,48,19854,Average Complications
210063,MD,heart failure,No Different,587,17905,Average Mortality
330004,NY,heart failure,No Different,383,18734,Average Mortality
240001,MN,heart attack,No Different,145,24491,Average Mortality
140208,IL,pneumonia,Greater,681,19823,Average Mortality
40027,AR,heart failure,No Different,534,16912,Average Mortality
10101,AL,heart failure,Less,68,15523,Average Mortality
30061,AZ,heart attack,Less,335,23778,Average Mortality
100177,FL,hip/knee replacement,No Different,198,21110,Average Complications
381321,OR,pneumonia,Less,120,13078,Average Mortality
340114,NC,heart attack,Less,856,24245,Average Mortality
140291,IL,heart failure,No Different,634,18360,Better Mortality
300018,NH,pneumonia,Less,427,16226,Average Mortality
171359,KS,pneumonia,No Different,42,18392,Average Mortality
310017,NJ,heart attack,No Different,230,25106,Average Mortality
360044,OH,heart failure,No Different,145,17182,Average Mortality
361308,OH,heart failure,No Different,47,16417,Average Mortality
261329,MO,pneumonia,No Different,42,16263,Average Mortality
250094,MS,heart attack,No Different,111,27994,Average Mortality
10164,AL,hip/knee replacement,Greater,36,23996,Average Complications
141313,IL,pneumonia,Greater,44,22081,Average Mortality
50390,CA,hip/knee replacement,Greater,48,25943,Average Complications
